#	G1:Mov10oe	G1:Mov10oe	G1:Mov10oe	G2:control	G2:control	G2:control
#Feature	mov10oe1	mov10oe2	mov10oe3	ctrl1	ctrl2	ctrl3
MIR4776-1	0	0	0	0	0	0
MIR4776-2	0	0	0	0	0	0
MIR4777	0	1	0	0	0	0
MIR4778	0	0	0	0	0	0
MIR4779	0	0	0	0	0	0
MIR4780	0	0	0	0	0	0
MIR4781	0	1	0	0	0	0
MIR4782	0	3	0	3	0	1
MIR4783	0	0	0	0	0	0
MIR4784	9	15	5	7	20	12
MIR4785	1	0	3	5	0	1
MIR4786	1	1	2	1	2	0
MIR4787	8	6	4	3	3	3
MIR4788	0	0	0	0	0	0
MIR4789	0	0	0	0	0	0
MIR4790	0	0	0	0	0	0
MIR4791	0	0	0	0	0	0
MIR4792	0	0	0	0	0	0
MIR4793	2	1	0	0	1	0
MIR4794	0	0	0	0	0	0
MIR4795	1	0	0	1	0	0
MIR4796	0	0	0	0	0	0
MIR4797	0	0	0	0	0	0
MIR4798	0	0	0	0	0	0
MIR4799	0	0	0	0	0	0
MIR4800	0	0	0	0	0	0
MIR4801	0	0	0	0	0	0
MIR4802	0	0	0	0	0	0
MIR4803	0	0	0	0	0	0
MIR4804	0	0	0	0	0	0
MIR483	0	0	0	0	0	0
MIR484	0	0	0	0	0	0
MIR485	0	0	0	0	0	0
MIR486	0	0	0	0	0	0
MIR487A	0	0	0	0	0	0
MIR487B	0	0	0	0	0	0
MIR488	0	0	0	0	0	0
MIR489	0	0	0	0	0	0
MIR490	0	0	0	0	0	0
MIR491	0	0	0	1	0	0
MIR492	0	0	0	0	0	0
MIR493	0	0	0	0	0	0
MIR494	0	0	0	0	0	0
MIR495	0	0	0	0	0	0
MIR496	0	0	0	0	0	0
MIR497	0	0	0	0	0	0
MIR497HG	14	11	6	13	17	17
MIR498	0	0	0	0	0	0
MIR499A	0	0	0	0	0	0
MIR499B	0	0	1	0	0	0
MIR500A	0	0	0	0	0	0
MIR500B	0	0	0	0	0	0
MIR501	0	0	0	0	0	0
MIR502	0	0	0	0	0	0
MIR503	0	0	0	1	0	0
MIR504	0	0	0	0	0	0
MIR5047	1275	1176	703	932	748	667
MIR505	0	0	0	0	0	0
MIR506	0	0	0	0	0	0
MIR507	0	0	0	0	0	0
MIR508	0	0	0	0	0	0
MIR509-1	0	0	0	0	0	0
MIR509-2	0	0	0	0	0	0
MIR509-3	0	0	0	0	0	0
MIR5095	0	0	0	0	0	0
MIR510	0	0	0	0	0	0
MIR511-1	0	0	0	0	0	0
MIR511-2	0	0	0	0	0	0
MIR512-1	0	0	0	0	0	0
MIR512-2	0	0	0	0	0	0
MIR514A1	0	0	0	0	0	0
MIR514A2	0	0	0	0	0	0
MIR514A3	0	0	0	0	0	0
MIR514B	0	0	0	0	0	0
MIR515-1	0	0	0	0	0	0
MIR515-2	0	0	0	0	0	0
MIR516A1	0	0	0	0	0	0
MIR516A2	0	0	0	0	0	0
MIR516B1	0	0	0	0	0	0
MIR516B2	0	0	0	0	0	0
MIR517A	0	0	0	0	0	0
MIR517B	0	0	0	0	0	0
MIR517C	0	0	0	0	0	0
MIR518A1	0	0	0	0	0	0
MIR518A2	0	0	0	0	0	0
MIR518B	0	0	0	0	0	0
MIR518C	0	0	0	0	0	0
MIR518D	0	0	0	0	0	0
MIR518E	0	0	0	0	0	0
MIR518F	0	0	0	0	0	0
MIR519A1	0	0	0	0	0	0
MIR519A2	0	0	0	0	0	0
MIR519B	0	0	0	0	0	0
MIR519C	0	0	0	0	0	0
MIR519D	0	0	0	0	0	0
MIR519E	0	0	0	0	0	0
MIR520A	0	0	0	0	0	0
MIR520B	0	0	0	0	0	0
MIR520C	0	0	0	0	0	0
MIR520D	0	0	0	0	0	0
MIR520E	0	0	0	0	0	0
MIR520F	0	0	0	0	0	0
MIR520G	0	0	0	0	0	0
MIR520H	0	0	0	0	0	0
MIR521-1	0	0	0	0	0	0
MIR521-2	0	0	0	0	0	0
MIR522	0	0	0	0	0	0
MIR523	0	0	0	0	0	0
MIR524	0	0	0	0	0	0
MIR525	0	0	0	0	0	0
MIR526A1	0	0	0	0	0	0
MIR526A2	0	0	0	0	0	0
MIR526B	0	0	0	0	0	0
MIR527	0	0	0	0	0	0
MIR532	0	0	0	0	0	0
MIR539	0	0	0	0	0	0
MIR541	0	0	0	0	0	0
MIR542	0	0	0	0	0	0
MIR543	0	0	0	0	0	0
MIR545	0	0	0	0	0	0
MIR548A1	0	0	0	0	0	0
MIR548A2	0	0	0	0	0	0
MIR548A3	0	0	0	0	0	0
MIR548AA1	0	0	0	0	0	0
MIR548AA2	0	0	0	0	0	0
MIR548AC	1	1	1	1	1	0
MIR548AD	0	0	0	0	0	0
MIR548AE2	0	0	0	0	0	0
MIR548AI	0	0	0	0	0	0
MIR548AJ2	0	0	0	0	0	0
MIR548AL	0	0	0	0	0	0
MIR548AN	0	0	0	0	0	0
MIR548B	0	0	0	0	0	0
MIR548C	0	0	0	0	0	0
MIR548D1	0	0	0	0	0	0
MIR548D2	0	0	0	0	0	0
MIR548F1	0	0	0	0	0	0
MIR548F2	0	0	0	0	0	0
MIR548F3	0	0	0	0	0	0
MIR548F4	0	0	0	0	0	0
MIR548F5	0	0	0	0	0	0
MIR548G	0	0	0	0	0	0
MIR548H2	0	0	0	0	0	0
MIR548H3	0	0	0	0	0	0
MIR548H4	9	7	1	6	7	6
MIR548I1	0	0	0	0	0	0
MIR548I2	0	0	0	0	0	0
MIR548I3	0	0	0	0	0	0
MIR548I4	0	0	0	0	0	0
MIR548J	0	0	0	0	0	0
MIR548K	0	0	0	0	0	0
MIR548M	0	0	0	0	0	0
MIR548N	0	0	0	2	0	0
MIR548O2	0	0	0	0	0	0
MIR548Q	0	0	0	0	0	0
MIR548T	0	0	0	0	0	0
MIR548W	0	0	0	0	0	0
MIR548X	0	0	0	0	0	0
MIR548Y	0	0	0	0	0	0
MIR548Z	0	0	0	0	0	0
MIR549	0	0	0	0	0	0
MIR550A1	0	1	0	0	0	0
MIR550A2	0	0	0	1	0	0
MIR550A3	0	0	1	0	0	0
MIR550B1	0	0	0	0	0	0
MIR550B2	0	0	0	0	0	0
MIR551A	0	0	0	0	0	0
MIR551B	0	0	0	0	0	0
MIR553	5	4	0	2	3	1
MIR554	0	0	0	0	1	0
MIR555	0	0	0	0	1	0
MIR556	0	0	0	0	0	0
MIR557	0	0	0	0	0	0
MIR558	0	0	0	0	0	0
MIR559	0	0	0	0	0	0
MIR561	1	0	0	0	0	0
MIR563	4	1	0	1	0	1
MIR564	0	0	0	0	0	0
MIR567	2	2	1	1	1	1
MIR568	2	0	1	1	1	2
MIR569	0	0	0	0	0	0
MIR570	31	33	16	38	23	14
MIR572	0	0	0	0	0	0
MIR573	8	9	5	4	6	1
MIR574	0	0	0	0	0	0
MIR575	0	0	0	0	0	0
MIR577	0	0	0	0	0	0
MIR578	1	0	0	0	0	0
MIR580	0	1	1	1	0	0
MIR581	0	0	0	0	0	0
MIR583	0	0	0	0	0	0
MIR585	0	0	0	0	0	0
MIR586	0	0	0	0	0	0
MIR589	6	4	2	3	3	6
MIR590	28	26	14	25	15	19
MIR591	0	0	0	0	0	0
MIR592	0	0	0	0	0	0
MIR593	1	0	0	0	0	1
MIR595	0	0	0	0	0	0
MIR596	0	0	0	0	0	0
MIR597	0	0	0	0	0	0
MIR598	0	0	0	0	0	0
MIR599	0	0	0	0	0	0
MIR600	0	0	0	0	0	0
MIR600HG	423	364	204	342	300	254
MIR601	0	0	0	0	0	0
MIR602	1	0	0	0	0	0
MIR603	0	0	0	0	0	0
MIR604	0	0	0	0	0	0
MIR605	0	0	0	0	0	0
MIR608	1	0	1	0	0	1
MIR609	0	0	0	0	0	0
MIR610	0	0	0	0	0	0
MIR611	0	0	0	0	1	1
MIR612	0	0	0	0	1	0
MIR613	0	0	0	0	0	0
MIR614	24	23	18	21	17	11
MIR615	1	0	0	0	1	0
MIR617	0	0	0	0	0	0
MIR618	0	0	0	1	0	0
MIR620	0	0	0	0	0	0
MIR621	0	0	0	0	0	0
MIR622	67	71	36	65	69	55
MIR623	0	0	0	0	0	0
MIR624	0	0	0	0	0	0
MIR626	0	0	0	0	0	0
MIR627	0	0	0	0	0	0
MIR628	0	2	0	0	4	0
MIR629	0	0	0	0	0	0
MIR630	8	9	2	4	3	5
MIR631	3	1	0	1	1	0
MIR632	0	0	0	0	0	0
MIR634	0	0	0	0	0	0
MIR635	5	3	0	2	1	4
MIR636	5	4	4	8	5	2
MIR637	20	21	9	11	12	10
MIR638	0	0	0	0	0	0
MIR639	1	1	1	0	2	0
MIR641	35	41	25	27	16	17
MIR642A	0	0	0	0	1	0
MIR642B	0	0	0	0	0	0
MIR643	0	0	2	0	0	0
MIR644A	0	2	0	0	1	0
MIR645	0	2	0	0	0	0
MIR647	21	16	6	23	20	29
MIR648	0	0	0	1	0	0
MIR650	0	0	0	0	0	0
MIR651	0	0	0	0	0	0
MIR653	0	0	0	0	0	0
MIR654	0	0	0	0	0	0
MIR655	0	0	0	0	0	0
MIR656	0	0	0	0	0	0
MIR657	3	2	1	2	6	3
MIR658	0	2	2	2	2	1
MIR659	6	6	2	4	5	7
MIR660	0	0	0	0	0	0
MIR661	0	0	0	0	0	0
MIR662	0	0	0	0	0	0
MIR663A	1	1	2	0	1	2
MIR663B	1	1	1	0	1	0
MIR664	0	0	0	2	0	0
MIR665	0	0	0	0	0	0
MIR668	0	0	0	0	0	0
MIR670	0	0	0	0	0	0
MIR671	0	0	0	0	0	0
MIR675	0	0	0	0	0	0
MIR676	0	0	0	0	0	0
MIR7-1	25	24	10	19	10	4
MIR7-2	0	0	0	0	0	0
MIR7-3	0	0	0	0	0	0
MIR7-3HG	12	10	8	17	13	9
MIR708	0	0	0	0	0	0
MIR711	0	0	0	0	0	0
MIR718	0	0	0	0	0	1
MIR744	0	0	0	0	0	0
MIR758	0	0	0	0	0	0
MIR759	0	0	0	0	0	0
MIR760	0	0	0	0	0	0
MIR761	0	0	0	0	0	0
MIR762	6	12	1	4	4	8
MIR764	0	0	0	0	0	0
MIR765	1	1	1	0	1	0
MIR766	0	0	1	0	0	0
MIR767	0	0	0	0	0	0
MIR769	0	0	0	0	0	0
MIR770	0	0	0	0	0	0
MIR802	0	0	0	0	0	0
MIR873	0	0	0	0	0	0
MIR874	0	0	0	0	0	0
MIR875	0	0	0	0	0	0
MIR876	0	0	0	0	0	0
MIR877	0	0	0	0	0	0
MIR885	0	0	0	0	0	0
MIR888	0	0	0	0	0	0
MIR889	0	0	0	0	0	0
MIR890	0	0	0	0	0	0
MIR891A	0	0	0	0	0	0
MIR891B	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0
MIR9-1	0	0	0	0	0	0
MIR9-2	0	0	0	0	0	0
MIR9-3	0	0	0	0	0	0
MIR920	0	0	0	0	0	0
MIR921	0	0	0	0	0	0
MIR922	0	0	0	0	0	0
MIR92A1	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0
MIR92B	2	0	0	0	1	0
MIR93	0	1	1	0	0	0
MIR933	0	0	1	0	0	0
MIR934	0	0	0	0	0	0
MIR935	0	0	0	0	0	0
MIR936	0	0	0	0	0	0
MIR937	0	0	0	0	0	0
MIR938	0	0	0	0	0	0
MIR939	0	0	0	0	0	0
MIR940	2	0	1	4	1	3
MIR941-1	0	0	0	0	0	0
MIR941-2	0	0	0	0	0	0
MIR941-3	0	0	0	0	0	0
MIR941-4	0	0	0	0	0	0
MIR942	2	1	0	0	0	0
MIR943	2	0	0	2	1	1
MIR944	0	0	0	0	0	0
MIR96	0	0	0	0	0	0
MIR98	1	0	0	0	0	0
MIR99A	0	0	0	0	0	0
MIR99B	0	1	0	0	0	1
MIRLET7A1	1	0	0	0	0	0
MIRLET7A2	0	0	0	0	0	0
MIRLET7A3	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0
MIRLET7BHG	5	0	0	2	1	0
MIRLET7C	0	0	0	0	0	0
MIRLET7D	34	11	11	22	14	24
MIRLET7E	0	0	0	0	0	0
MIRLET7F1	5	2	3	2	0	1
MIRLET7F2	0	0	0	0	0	0
MIRLET7G	0	0	0	0	1	0
MIRLET7I	3	0	0	1	0	1
MIS12	2513	2324	1476	2091	1780	1286
MIS18A	1383	1352	797	1331	1129	842
MIS18BP1	1992	1737	1302	1973	1767	1375
MITD1	688	622	417	602	460	370
MITF	586	484	349	529	463	362
MIXL1	14	15	9	6	11	8
MKI67	13959	11686	7328	10328	9455	7150
MKI67IP	1614	1446	1016	1728	1433	1064
MKKS	1268	1202	788	1314	1151	855
MKL1	1402	1379	709	1470	1185	951
MKL2	1212	1050	641	1040	930	753
MKLN1	3256	2728	1946	2748	2499	1861
MKNK1	811	758	435	875	713	611
MKNK2	3052	3093	1535	3075	2674	2192
MKRN1	3464	3382	2033	2957	2457	1919
MKRN2	2315	2118	1249	2457	2098	1651
MKRN3	6	5	3	4	4	3
MKRN7P	5	10	3	13	5	10
MKRN9P	345	335	184	272	225	174
MKS1	1000	971	517	908	816	645
MKX	413	400	234	350	298	236
MLANA	0	0	0	0	0	0
MLC1	13	9	2	7	4	4
MLEC	5253	4739	3006	4488	3660	2948
MLF1	1465	1328	983	1097	973	721
MLF1IP	4230	3965	2518	4032	3554	2542
MLF2	5871	5976	2827	5955	4863	4019
MLH1	2032	1858	1024	2174	1898	1557
MLH3	120	117	61	135	118	80
MLIP	1	0	2	0	1	1
MLK7-AS1	6	4	3	12	15	16
MLKL	5	2	3	7	5	4
MLL	6056	4658	2865	3102	2999	2323
MLL2	5559	3912	1961	3538	3163	2607
MLL3	5342	3850	2353	3434	3271	2383
MLL4	2919	2748	1387	3003	2639	2151
MLL5	2547	2365	1443	2169	1966	1469
MLLT1	2643	2474	1273	3022	2481	1993
MLLT10	1681	1440	804	1732	1560	1175
MLLT10P1	0	0	1	0	0	0
MLLT11	2074	1916	1157	1767	1510	1168
MLLT3	991	884	570	1088	851	685
MLLT4	7559	6858	4301	6947	6494	4818
MLLT4-AS1	170	174	92	104	78	58
MLLT6	3219	3112	1733	3349	2880	2337
MLN	0	0	0	0	0	0
MLNR	7	3	2	2	3	2
MLPH	3	3	1	1	6	0
MLST8	1642	1632	855	1978	1722	1351
MLX	2127	2037	1120	1982	1721	1302
MLXIP	1703	1695	885	2097	1802	1412
MLXIPL	359	409	146	223	232	216
MLYCD	210	206	108	198	168	127
MMAA	147	158	97	132	83	86
MMAB	1246	1186	630	1318	1128	869
MMACHC	783	748	363	1000	866	640
MMADHC	1455	1284	834	1476	1268	1006
MMD	1471	1311	801	1058	982	672
MMD2	2	3	1	0	1	0
MME	275	248	187	324	241	214
MMEL1	0	5	0	3	1	1
MMGT1	2050	1864	1165	2033	1677	1316
MMP1	0	0	0	2	1	1
MMP10	2	3	3	6	5	0
MMP11	102	94	43	60	65	44
MMP12	4	1	1	5	2	1
MMP13	14	9	8	16	18	12
MMP14	38	35	21	19	23	12
MMP15	830	880	435	700	535	448
MMP16	47	32	20	29	24	10
MMP17	161	184	68	124	127	86
MMP19	1	1	0	2	1	1
MMP2	389	393	202	210	166	141
MMP20	0	0	0	0	0	0
MMP21	1	0	0	3	4	0
MMP23A	1	0	0	1	1	0
MMP23B	4	2	0	2	2	4
MMP24	21	19	8	21	8	12
MMP25	8	12	9	4	7	7
MMP26	0	0	0	0	0	0
MMP27	0	0	0	0	0	0
MMP28	14	6	6	1	2	1
MMP3	0	0	0	0	0	0
MMP7	0	0	0	1	0	0
MMP8	0	0	0	0	0	0
MMP9	5	3	2	5	3	4
MMRN1	4	0	2	3	1	0
MMRN2	1	6	4	0	3	2
MMS19	2038	2091	1151	1965	1562	1287
MMS22L	2679	2291	1463	2813	2447	1774
MN1	421	406	181	434	396	277
MNAT1	1614	1464	1027	1359	1100	825
MND1	659	587	384	657	569	397
MNDA	0	0	0	0	0	0
MNF1	1187	1128	554	1163	920	775
MNS1	367	350	244	415	336	272
MNT	946	1010	451	934	794	607
MNX1	921	979	431	811	696	526
MOAP1	1568	1551	857	1603	1303	1054
MOB1A	1670	1458	951	1319	1075	841
MOB1B	2092	1796	1374	1568	1484	1045
MOB2	423	376	216	436	321	295
MOB3A	613	611	296	719	662	523
MOB3B	457	434	258	386	312	257
MOB3C	134	136	68	82	96	92
MOB4	17	7	16	19	14	7
MOBP	7	9	2	14	13	7
MOCOS	367	339	205	272	238	182
MOCS1	790	735	400	744	639	527
MOCS2	1327	1270	746	1484	1243	955
MOCS3	512	455	260	557	443	365
MOG	4	4	1	1	2	1
MOGAT1	1	1	0	0	0	0
MOGAT2	0	0	0	0	0	0
MOGAT3	0	0	0	0	0	0
MOGS	1569	1505	854	1164	960	776
MOK	368	342	182	310	308	241
MON1A	422	371	195	433	374	265
MON1B	853	802	481	920	705	565
MON2	1999	1762	1170	1629	1429	1095
MORC1	0	0	0	0	2	0
MORC2	2453	2328	1332	2121	1818	1508
MORC2-AS1	1	0	0	0	2	0
MORC3	1452	1297	877	1188	1035	728
MORC4	2851	2504	1581	2421	2140	1682
MORF4L1	5892	5163	3109	5959	4891	3697
MORF4L2	25847	24291	14452	21341	18059	14094
MORN1	195	166	87	194	134	138
MORN2	337	323	203	335	272	224
MORN3	28	14	11	21	17	18
MORN4	594	523	332	469	457	330
MORN5	5	6	1	2	5	1
MOS	0	0	0	0	0	0
MOSPD1	3770	3312	2208	4086	3572	2623
MOSPD2	989	915	530	773	650	479
MOSPD3	186	237	98	190	146	115
MOV10	71279	65140	31998	1733	1476	1366
MOV10L1	3	3	3	1	0	1
MOXD1	931	795	544	496	377	331
MOXD2P	0	0	0	0	0	0
MPDU1	1043	888	448	1167	888	702
MPDZ	1141	1075	686	1027	871	707
MPEG1	0	0	0	0	0	0
MPG	501	582	250	519	428	342
MPHOSPH10	1459	1218	872	1710	1476	1062
MPHOSPH6	682	609	412	694	610	408
MPHOSPH8	1220	1045	608	1130	932	726
MPHOSPH9	1595	1496	1036	1520	1305	955
MPI	2129	2213	1135	2171	1788	1518
MPL	3	0	1	5	6	4
MPND	318	330	205	302	235	203
MPO	0	0	0	0	0	0
MPP1	863	818	390	863	714	584
MPP2	1806	1754	851	2261	1829	1536
MPP3	561	534	279	452	382	318
MPP4	4	1	1	9	6	4
MPP5	2073	1784	1280	2306	1924	1456
MPP6	924	881	555	912	788	596
MPP7	1041	975	650	914	810	595
MPPE1	259	242	149	219	192	166
MPPED1	9	8	4	5	7	8
MPPED2	355	333	203	253	207	172
MPRIP	3945	3474	1904	4142	3654	3004
MPST	1267	1276	622	1266	1019	827
MPV17	843	841	397	819	661	619
MPV17L	1	0	0	0	0	0
MPV17L2	547	532	274	591	503	378
MPZ	5	4	2	7	10	6
MPZL1	2318	2037	1176	2538	2150	1515
MPZL2	173	147	107	152	161	113
MPZL3	113	86	50	76	58	59
MR1	297	274	157	153	169	120
MRAP	1	0	0	0	0	0
MRAP2	85	98	49	62	53	47
MRAS	1018	939	546	909	883	645
MRC1	2	1	0	3	4	0
MRC2	904	862	432	269	229	182
MRE11A	2442	2170	1491	2259	2090	1538
MREG	527	400	282	720	554	388
MRFAP1	12993	11793	7263	12571	10743	8297
MRFAP1L1	2664	2493	1568	2428	1988	1569
MRGPRD	0	0	0	0	0	0
MRGPRE	1	0	0	0	0	0
MRGPRF	0	0	0	0	0	0
MRGPRG	0	0	0	0	0	0
MRGPRX1	0	0	0	0	0	0
MRGPRX2	0	0	0	0	0	0
MRGPRX3	0	0	1	0	0	0
MRGPRX4	0	0	0	0	0	0
MRI1	1448	1347	718	1729	1428	1140
MRM1	240	221	109	230	201	156
MRO	11	18	8	12	7	9
MRP63	940	944	462	1046	838	667
MRPL1	743	650	402	863	714	533
MRPL10	2082	1995	1006	2093	1669	1347
MRPL11	1196	1082	564	1350	1127	911
MRPL12	4013	3619	1949	4450	3608	2969
MRPL13	1700	1542	1016	1650	1392	1051
MRPL14	1512	1417	662	1680	1232	1061
MRPL15	1210	1121	692	1374	1225	828
MRPL16	1332	1297	709	1360	1155	940
MRPL17	1172	1196	664	1230	988	806
MRPL18	1861	1810	1080	2027	1616	1269
MRPL19	3333	2900	1881	3175	2832	2103
MRPL2	1112	1101	564	1168	944	731
MRPL20	2551	2369	1357	2971	2537	1831
MRPL21	936	984	513	939	840	650
MRPL22	1558	1445	892	1536	1262	1009
MRPL23	1573	1626	758	1991	1595	1295
MRPL23-AS1	5	3	3	2	3	5
MRPL24	1406	1358	713	1482	1170	952
MRPL27	1054	929	544	1481	1144	902
MRPL28	1426	1480	748	1717	1382	1078
MRPL3	3790	3403	2213	3991	3379	2540
MRPL30	3185	3106	1774	3384	2860	2171
MRPL32	1162	1101	657	1008	868	682
MRPL33	987	845	633	712	653	462
MRPL34	969	1091	504	1021	822	675
MRPL35	1382	1272	817	1674	1465	1049
MRPL36	1142	1120	635	717	604	463
MRPL37	4777	4830	2350	5295	4486	3493
MRPL38	1646	1612	780	1823	1505	1165
MRPL39	1331	1217	734	1234	1030	775
MRPL4	2017	2134	1016	2647	2098	1668
MRPL40	1369	1269	702	1441	1192	977
MRPL41	1114	1199	560	1346	1104	879
MRPL42	3633	3357	2017	3639	3146	2229
MRPL42P5	20	14	13	16	20	9
MRPL43	1446	1401	719	1492	1173	981
MRPL44	1299	1187	672	1447	1127	937
MRPL45	1880	1862	1046	2232	1878	1432
MRPL45P2	102	129	68	105	111	88
MRPL46	826	801	433	968	732	583
MRPL47	1391	1256	719	1487	1224	912
MRPL48	700	687	393	784	630	483
MRPL49	1821	1766	856	2019	1610	1241
MRPL50	1172	1097	772	1231	1032	755
MRPL51	2946	2740	1665	3264	2593	2008
MRPL52	830	844	530	989	849	647
MRPL53	851	854	429	981	799	650
MRPL54	544	479	283	701	575	429
MRPL55	944	1029	524	1077	804	683
MRPL9	1927	1780	967	1977	1584	1318
MRPS10	1707	1507	858	1811	1479	1195
MRPS11	837	834	390	1010	796	647
MRPS12	942	978	418	1053	870	763
MRPS14	1341	1263	761	1222	1013	801
MRPS15	2689	2652	1381	2840	2342	1863
MRPS16	2658	2599	1377	2936	2528	1959
MRPS17	487	487	310	499	395	328
MRPS18A	1022	968	517	1108	863	710
MRPS18B	1900	1829	961	2094	1640	1351
MRPS18C	228	238	161	289	201	170
MRPS2	2257	2392	1105	2435	2056	1638
MRPS21	2196	2115	1083	1989	1535	1328
MRPS22	1755	1535	989	1759	1486	1178
MRPS23	1687	1542	873	1802	1516	1157
MRPS24	14	26	12	27	19	18
MRPS25	3391	3041	1880	2854	2443	1989
MRPS26	1511	1582	705	1610	1397	1014
MRPS27	2287	2061	1175	1922	1668	1299
MRPS28	560	548	341	498	427	356
MRPS30	1734	1467	969	1547	1307	981
MRPS31	663	622	422	761	610	444
MRPS33	1498	1390	780	1316	1138	869
MRPS34	2064	2116	1131	1865	1498	1238
MRPS35	2097	2029	1266	2700	2201	1684
MRPS36	481	392	287	452	372	308
MRPS5	2495	2479	1336	2147	1816	1330
MRPS6	701	697	416	583	575	389
MRPS7	2148	2070	1075	3029	2480	2047
MRPS9	1948	1936	1198	1955	1716	1339
MRRF	879	818	508	998	894	713
MRS2	2251	2010	1334	2757	2280	1766
MRS2P2	196	162	146	243	188	129
MRTO4	2166	2022	972	2719	2073	1693
MRVI1	3	5	3	6	8	8
MRVI1-AS1	4	2	4	2	1	2
MS4A1	0	0	0	0	0	0
MS4A10	0	1	0	1	2	0
MS4A12	0	0	0	0	0	0
MS4A13	0	0	0	0	0	0
MS4A14	1	0	0	0	0	0
MS4A15	0	0	0	1	0	0
MS4A2	0	0	0	1	0	0
MS4A3	0	0	0	0	0	0
MS4A4A	0	0	0	0	0	0
MS4A5	0	0	0	0	0	0
MS4A6A	0	0	0	0	0	0
MS4A6E	0	0	0	0	0	0
MS4A7	0	0	0	0	0	0
MS4A8B	3	8	2	5	3	1
MSC	25	37	18	33	25	20
MSGN1	0	0	0	1	0	1
MSH2	4173	3733	2566	5021	4212	3223
MSH3	1616	1484	1018	1874	1526	1187
MSH4	47	38	18	100	105	75
MSH5	15	10	4	7	6	6
MSH5-SAPCD1	29	42	26	16	16	11
MSH6	8622	7749	5188	8412	7381	5522
MSI1	1489	1427	720	1320	1118	923
MSI2	1088	974	545	1200	996	850
MSL1	4445	4038	2510	4262	3679	2915
MSL2	3298	3045	1993	2619	2375	1773
MSL3	970	1014	560	945	846	646
MSL3P1	434	426	292	486	421	327
MSLN	2	1	0	1	0	0
MSLNL	1	4	1	2	3	2
MSMB	2	0	0	0	0	0
MSMO1	3247	3106	1938	2191	1792	1339
MSMP	2	2	2	1	1	2
MSN	3556	3259	1750	4367	3693	2872
MSR1	1	0	0	0	0	0
MSRA	100	86	45	101	88	72
MSRB2	364	310	191	229	228	187
MSRB3	680	604	347	635	623	425
MSS51	59	49	29	42	41	31
MST1	178	184	89	152	151	129
MST1P2	59	76	39	83	54	47
MST1P9	14	13	5	24	18	13
MST1R	124	106	62	130	113	106
MST4	3179	2841	1974	3107	2789	1948
MSTN	24	24	11	9	15	10
MSTO1	559	508	242	558	487	372
MSTO2P	445	421	239	406	284	290
MSX1	1039	1154	523	833	712	516
MSX2	2036	1878	1007	2288	1824	1374
MSX2P1	33	24	11	25	29	33
MT1A	0	0	0	0	0	0
MT1B	0	0	0	0	0	0
MT1DP	0	0	0	0	0	0
MT1E	0	0	0	0	0	0
MT1F	24	36	18	36	24	12
MT1G	0	0	0	0	0	0
MT1H	0	0	0	0	0	0
MT1IP	0	0	0	0	0	0
MT1JP	0	0	0	0	0	0
MT1L	0	0	0	0	0	0
MT1M	0	0	0	0	0	0
MT1X	97	109	70	83	67	47
MT2A	201	187	105	199	168	120
MT3	0	1	0	0	0	0
MT4	0	0	0	0	0	0
MTA1	4509	4746	2371	3939	3435	2760
MTA2	4602	4307	2385	5427	4505	3414
MTA3	1476	1358	790	1242	1120	837
MTAP	1375	1293	850	1212	1044	713
MTBP	1013	867	618	1169	962	739
MTCH1	5420	5155	2655	5755	4701	3731
MTCH2	2790	2565	1491	3349	2857	2286
MTCP1	106	85	30	91	68	61
MTCP1NB	312	323	173	370	299	220
MTDH	4314	3902	2505	4440	3922	2940
MTERF	489	502	298	587	467	348
MTERFD1	522	463	259	562	435	305
MTERFD2	983	895	573	1020	887	648
MTERFD3	475	455	333	484	442	322
MTF1	1453	1223	776	1278	944	748
MTF2	4210	3605	2496	3593	3088	2345
MTFMT	395	414	225	401	374	281
MTFP1	902	819	419	977	754	634
MTFR1	1291	1188	787	1088	863	670
MTG1	689	675	346	874	643	575
MTHFD1	3341	3276	1740	3785	3155	2499
MTHFD1L	1728	1647	932	1971	1607	1243
MTHFD2	4989	4397	2789	4502	3842	2871
MTHFD2L	256	227	132	253	221	165
MTHFR	857	859	467	1110	1015	755
MTHFS	76	80	37	75	58	44
MTHFSD	371	361	169	372	305	219
MTIF2	1951	1721	1173	2003	1685	1288
MTIF3	509	503	343	520	453	361
MTL5	421	379	227	394	362	261
MTM1	406	368	243	377	313	261
MTMR1	1319	1161	658	1450	1291	1002
MTMR10	589	553	341	551	432	326
MTMR11	252	212	148	155	145	123
MTMR12	1989	1830	1062	2101	1927	1399
MTMR14	1260	1146	656	1274	1081	877
MTMR2	2409	2145	1408	2826	2526	1865
MTMR3	2536	2316	1321	2273	1973	1601
MTMR4	3426	2962	1839	3325	2965	2254
MTMR6	1343	1226	796	860	702	531
MTMR7	198	174	110	189	193	162
MTMR8	103	103	64	86	61	62
MTMR9	1090	994	633	1018	909	637
MTMR9LP	2	2	1	2	0	2
MTNR1A	29	22	19	27	24	19
MTNR1B	0	0	0	0	0	0
MTO1	1027	908	558	1010	840	640
MTOR	5662	4998	2772	5744	5073	3930
MTPAP	1717	1531	946	1611	1483	1075
